;name;year;certificate;runtime;genre;rating;metascore;text-muted;director;stars
42;En quatrième vitesse;1955;Tous publics;106;['Crime', ' Film-Noir', ' Mystery            '];7.5;-1;"A doomed female hitchhiker pulls Mike Hammer into a deadly whirlpool of intrigue, revolving around a mysterious ""great whatsit"".";['Robert Aldrich', None];['Ralph Meeker', 'Albert Dekker', 'Paul Stewart', 'Juano Hernandez']
43;La maison des otages;1955;NaN;112;['Crime', ' Drama', ' Film-Noir            '];7.5;-1;Three escaped convicts move in on and terrorize a suburban household.;['William Wyler', None];['Humphrey Bogart', 'Fredric March', 'Arthur Kennedy', 'Martha Scott']
44;La dame de Shanghai;1947;NaN;87;['Crime', ' Drama', ' Film-Noir            '];7.5;-1;Fascinated by gorgeous Mrs. Bannister, seaman Michael O'Hara joins a bizarre yachting cruise, and ends up mired in a complex murder plot.;['Orson Welles', None];['Rita Hayworth', 'Orson Welles', 'Everett Sloane', 'Glenn Anders']
45;Les Passagers de la nuit;1947;Tous publics;106;['Film-Noir', ' Thriller            '];7.5;68;A man convicted of murdering his wife escapes from prison and works with a woman to try to prove his innocence.;['Delmer Daves', None];['Humphrey Bogart', 'Lauren Bacall', 'Bruce Bennett', 'Agnes Moorehead']
46;La Maison du docteur Edwardes;1945;Tous publics;111;['Film-Noir', ' Mystery', ' Romance            '];7.5;79;A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.;['Alfred Hitchcock', None];['Ingrid Bergman', 'Gregory Peck', 'Michael Chekhov', 'Leo G. Carroll']
47;Adieu ma belle;1944;Tous Public;95;['Crime', ' Drama', ' Film-Noir            '];7.5;-1;After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.;['Edward Dmytryk', None];['Dick Powell', 'Claire Trevor', 'Anne Shirley', 'Otto Kruger']
48;La Grande Évasion;1941;Tous publics;100;['Action', ' Adventure', ' Drama            '];7.5;-1;After being released from prison, notorious thief Roy Earle is hired by his old boss to help a group of inexperienced criminals plan and carry out the robbery of a California resort.;['Raoul Walsh', None];['Ida Lupino', 'Humphrey Bogart', 'Alan Curtis', 'Arthur Kennedy']
49;Le faux coupable;1956;NaN;105;['Drama', ' Film-Noir            '];7.4;83;"In 1953, an innocent man named Christopher Emanuel ""Manny"" Balestrero is arrested after being mistaken for an armed robber.";['Alfred Hitchcock', None];['Henry Fonda', 'Vera Miles', 'Anthony Quayle', 'Harold J. Stone']
0;Je suis un évadé;1932;NaN;92;['Crime', ' Drama', ' Film-Noir            '];8.2;-1;Wrongly convicted James Allen serves in the intolerable conditions of a Southern chain gang, which later comes back to haunt him.;['Mervyn LeRoy', None];['Paul Muni', 'Glenda Farrell', 'Helen Vinson', 'Noel Francis']
1;Le gouffre aux chimères;1951;Tous publics;111;['Drama', ' Film-Noir            '];8.1;72;A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus.;['Billy Wilder', None];['Kirk Douglas', 'Jan Sterling', 'Robert Arthur', 'Porter Hall']
2;L'enfer est à lui;1949;16;114;['Action', ' Crime', ' Drama            '];8.1;-1;A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.;['Raoul Walsh', None];"['James Cagney', 'Virginia Mayo', ""Edmond O'Brien"", 'Margaret Wycherly']"
3;Le troisième homme;1949;Tous publics;104;['Film-Noir', ' Mystery', ' Thriller            '];8.1;97;Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.;['Carol Reed', None];['Orson Welles', 'Joseph Cotten', 'Alida Valli', 'Trevor Howard']
4;Rebecca;1940;Tous publics;130;['Drama', ' Film-Noir', ' Mystery            '];8.1;86;A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.;['Alfred Hitchcock', None];['Laurence Olivier', 'Joan Fontaine', 'George Sanders', 'Judith Anderson']
5;La soif du mal;1958;Tous Public;95;['Crime', ' Drama', ' Film-Noir            '];8.0;99;A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.;['Orson Welles', None];['Charlton Heston', 'Orson Welles', 'Janet Leigh', 'Joseph Calleia']
6;Le Grand Chantage;1957;Tous publics;96;['Drama', ' Film-Noir            '];8.0;100;Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.;['Alexander Mackendrick', None];['Burt Lancaster', 'Tony Curtis', 'Susan Harrison', 'Martin Milner']
7;L'ultime razzia;1956;Tous publics;84;['Crime', ' Drama', ' Film-Noir            '];8.0;91;Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.;['Stanley Kubrick', None];['Sterling Hayden', 'Coleen Gray', 'Vince Edwards', 'Jay C. Flippen']
8;La nuit du chasseur;1955;Tous publics;92;['Crime', ' Drama', ' Film-Noir            '];8.0;99;A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery.;['Charles Laughton', None];['Robert Mitchum', 'Shelley Winters', 'Lillian Gish', 'James Gleason']
9;La griffe du passé;1947;Tous Public;97;['Crime', ' Drama', ' Film-Noir            '];8.0;85;A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses, and duplicitous dames.;['Jacques Tourneur', None];['Robert Mitchum', 'Jane Greer', 'Kirk Douglas', 'Rhonda Fleming']
10;Le faucon maltais;1941;Tous publics;100;['Crime', ' Film-Noir', ' Mystery            '];8.0;97;San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette, with the stakes rising after his partner is murdered.;['John Huston', None];['Humphrey Bogart', 'Mary Astor', 'Gladys George', 'Peter Lorre']
11;Règlement de comptes;1953;NaN;89;['Crime', ' Film-Noir', ' Thriller            '];7.9;-1;Tough cop Dave Bannion takes on a politically powerful crime syndicate.;['Fritz Lang', None];['Glenn Ford', 'Gloria Grahame', 'Jocelyn Brando', 'Alexander Scourby']
12;L'Inconnu du Nord-Express;1951;16;101;['Crime', ' Drama', ' Film-Noir            '];7.9;88;A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.;['Alfred Hitchcock', None];['Farley Granger', 'Robert Walker', 'Ruth Roman', 'Leo G. Carroll']
13;Les forbans de la nuit;1950;Tous publics;101;['Crime', ' Film-Noir', ' Mystery            '];7.9;-1;A small-time grifter and nightclub tout takes advantage of some fortuitous circumstances and tries to become a big-time player as a wrestling promoter.;['Jules Dassin', None];['Richard Widmark', 'Gene Tierney', 'Googie Withers', 'Hugh Marlowe']
14;Le violent;1950;12;94;['Drama', ' Film-Noir', ' Mystery            '];7.9;-1;A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.;['Nicholas Ray', None];['Humphrey Bogart', 'Gloria Grahame', 'Frank Lovejoy', 'Carl Benton Reid']
15;Les enchaînés;1946;Tous publics;102;['Drama', ' Film-Noir', ' Romance            '];7.9;100;The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?;['Alfred Hitchcock', None];['Cary Grant', 'Ingrid Bergman', 'Claude Rains', 'Louis Calhern']
16;Le grand sommeil;1946;Tous publics;114;['Crime', ' Film-Noir', ' Mystery            '];7.9;86;Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.;['Howard Hawks', None];['Humphrey Bogart', 'Lauren Bacall', 'John Ridgely', 'Martha Vickers']
17;Le roman de Mildred Pierce;1945;Tous Public;111;['Crime', ' Drama', ' Film-Noir            '];7.9;88;A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.;['Michael Curtiz', None];['Joan Crawford', 'Jack Carson', 'Zachary Scott', 'Eve Arden']
18;Le poison;1945;Tous Public;101;['Drama', ' Film-Noir            '];7.9;-1;The desperate life of a chronic alcoholic is followed through a four-day drinking bout.;['Billy Wilder', None];['Ray Milland', 'Jane Wyman', 'Phillip Terry', 'Howard Da Silva']
19;Laura;1944;Tous publics;88;['Drama', ' Film-Noir', ' Mystery            '];7.9;-1;A police detective falls in love with the woman whose murder he is investigating.;['Otto Preminger', None];['Gene Tierney', 'Dana Andrews', 'Clifton Webb', 'Vincent Price']
